Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
485,CMP_0485_Increase_Sales,Brand Awareness,Increase Sales,129,Email Marketing,Finance,Families,TOFU,Image,All Devices,Central,Maximize Clicks,628561,Large,44,2026-05-07,2026-06-20,Completed,77,79,Medium,Medium,93.96,1219156,3881,161.96,1.94,4371265,72,4905426,3.28,160897,3.52,5663,3.91,128.14,628561,1219156
486,CMP_0486_Website_Traffic,Product Launch,Website Traffic,290,Google Search Ads,Food Delivery,Senior Citizens,TOFU,Carousel,Mobile,North,Target ROAS,477382,Medium,30,2026-08-26,2026-09-25,Planned,63,66,High,Low,72.17,821908,2388,199.91,1.72,3141808,64,412252,6.81,28074,1.74,488,17.0,1157.99,477382,821908
487,CMP_0487_Website_Traffic,Retargeting,Website Traffic,195,LinkedIn Ads,Fashion,Freelancers,BOFU,Reels,Desktop,North,CPM,838981,Large,46,2026-07-05,2026-08-20,Planned,90,84,Low,High,97.99,1661098,2664,314.93,1.98,263092,80,2232191,4.24,94644,17.45,16515,8.86,375.86,838981,1661098
488,CMP_0488_Generate_Leads,Brand Awareness,Generate Leads,140,YouTube Ads,Education,Working Professionals,TOFU,Video,Tablet,West,CPM,568222,Large,93,2026-01-22,2026-04-25,Completed,85,86,Low,Medium,89.26,1075416,1298,437.77,1.89,4619704,62,3350733,9.12,305586,4.79,14637,1.86,169.58,568222,1075416
489,CMP_0489_Generate_Leads,App Promotion,Generate Leads,289,Google Search Ads,Education,Students,TOFU,Image,Tablet,East,Maximize Clicks,234831,Medium,24,2026-08-25,2026-09-18,Planned,78,78,Medium,Medium,111.35,496315,2224,105.59,2.11,2853252,82,3784480,6.68,252803,8.4,21235,0.93,62.05,234831,496315
490,CMP_0490_Generate_Leads,Product Launch,Generate Leads,99,Affiliate Marketing,Travel,Working Professionals,TOFU,Video,Tablet,South,CPA,987594,Large,24,2026-08-22,2026-09-15,Paused,95,91,Low,High,139.59,2366176,3067,322.01,2.4,1717106,98,4786344,6.16,294838,17.51,51626,3.35,206.34,987594,2366176
491,CMP_0491_Increase_Brand_Awareness,Sales,Increase Brand Awareness,182,Email Marketing,Travel,Working Professionals,TOFU,Story,Mobile,Central,CPA,1278755,Enterprise,27,2026-08-26,2026-09-22,Planned,98,94,Low,High,100.58,2564926,1414,904.35,2.01,98546,74,2423317,11.14,269957,16.99,45865,4.74,527.69,1278755,2564926
492,CMP_0492_App_Installs,Lead Generation,App Installs,155,Instagram Ads,Finance,Families,MOFU,Carousel,All Devices,Central,Target ROAS,951801,Large,39,2026-08-11,2026-09-19,Paused,83,78,Medium,Medium,84.25,1753693,3689,258.01,1.84,4843988,66,2179107,9.82,213988,17.07,36527,4.45,436.78,951801,1753693
493,CMP_0493_App_Installs,Retargeting,App Installs,230,Google Search Ads,Education,Families,BOFU,Image,Desktop,West,Target ROAS,159993,Medium,63,2026-07-18,2026-09-19,Paused,69,70,High,Low,97.53,316034,4810,33.26,1.98,4088525,97,978139,1.48,14476,4.51,652,11.05,163.57,159993,316034
494,CMP_0494_Website_Traffic,Brand Awareness,Website Traffic,111,Facebook Ads,Food Delivery,Families,TOFU,Image,Desktop,North,CPM,134588,Medium,101,2026-07-08,2026-10-17,Paused,77,81,Medium,Medium,84.11,247789,3610,37.28,1.84,3405116,68,1816984,2.08,37793,12.8,4837,3.56,74.07,134588,247789
495,CMP_0495_Website_Traffic,Product Launch,Website Traffic,80,Instagram Ads,Education,Business Owners,TOFU,Carousel,Mobile,Central,CPC,313055,Medium,23,2026-07-04,2026-07-27,Paused,87,82,Low,Medium,73.01,541616,2487,125.88,1.73,1183846,63,2426899,10.61,257493,14.28,36770,1.22,128.99,313055,541616
496,CMP_0496_App_Installs,Product Launch,App Installs,185,Google Display Ads,Education,Families,TOFU,Image,Mobile,North,Target ROAS,760870,Large,60,2026-08-23,2026-10-22,Paused,81,80,Medium,Medium,97.54,1503022,4300,176.95,1.98,2295137,60,64578,3.77,2434,13.89,338,312.6,11782.19,760870,1503022
497,CMP_0497_Generate_Leads,Sales,Generate Leads,42,Affiliate Marketing,Technology,Business Owners,TOFU,Carousel,All Devices,North,CPC,965787,Large,19,2026-07-15,2026-08-03,Paused,79,71,Medium,Medium,88.58,1821281,3902,247.51,1.89,3925987,62,3978828,11.77,468308,10.43,48844,2.06,242.73,965787,1821281
498,CMP_0498_Increase_Sales,Sales,Increase Sales,75,Google Search Ads,Technology,Business Owners,TOFU,Carousel,Mobile,West,CPM,1383174,Enterprise,97,2026-07-18,2026-10-23,Paused,88,94,Low,Medium,81.04,2504098,1889,732.23,1.81,4029036,64,3933983,9.96,391824,4.12,16143,3.53,351.6,1383174,2504098
499,CMP_0499_Increase_Sales,Retargeting,Increase Sales,239,Email Marketing,Fashion,Students,BOFU,Story,All Devices,East,CPM,759868,Large,80,2026-01-23,2026-04-13,Completed,94,98,Low,High,127.32,1727331,4561,166.6,2.27,3283162,62,3697120,7.63,282090,10.8,30465,2.69,205.53,759868,1727331
500,CMP_0500_Website_Traffic,App Promotion,Website Traffic,43,Google Display Ads,Travel,Senior Citizens,TOFU,Image,Desktop,East,Maximize Clicks,343667,Medium,15,2026-07-04,2026-07-19,Planned,87,95,Low,Medium,70.29,585230,1754,195.93,1.7,3166678,78,3657773,5.08,185814,13.7,25456,1.85,93.96,343667,585230
501,CMP_0501_Generate_Leads,App Promotion,Generate Leads,81,Facebook Ads,Food Delivery,Students,TOFU,Story,All Devices,South,CPA,1399816,Enterprise,113,2025-12-19,2026-04-11,Completed,92,84,Low,High,112.2,2970409,104,13459.77,2.12,3117912,73,1355012,3.98,53929,8.38,4519,25.96,1033.07,1399816,2970409
502,CMP_0502_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,121,Instagram Ads,Fashion,Senior Citizens,TOFU,Video,All Devices,Central,CPA,881106,Large,45,2026-06-24,2026-08-08,Running,79,83,Medium,Medium,69.28,1491536,3024,291.37,1.69,1233608,65,3189491,1.91,60919,16.72,10185,14.46,276.25,881106,1491536
503,CMP_0503_App_Installs,Product Launch,App Installs,190,LinkedIn Ads,Healthcare,Working Professionals,TOFU,Image,Tablet,Central,CPM,1245610,Enterprise,17,2026-08-22,2026-09-08,Planned,95,96,Low,High,98.7,2475027,3346,372.27,1.99,4197716,82,2640577,2.7,71295,5.12,3650,17.47,471.72,1245610,2475027
504,CMP_0504_Website_Traffic,Product Launch,Website Traffic,287,Facebook Ads,E-Commerce,Senior Citizens,TOFU,Image,All Devices,Central,CPA,867513,Large,70,2026-03-22,2026-05-31,Completed,95,90,Low,High,94.04,1683322,3511,247.08,1.94,4284880,72,2021563,9.98,201751,2.92,5891,4.3,429.13,867513,1683322
505,CMP_0505_Increase_Sales,Retargeting,Increase Sales,282,Facebook Ads,Fashion,Freelancers,BOFU,Video,Tablet,South,Target ROAS,1055117,Enterprise,73,2026-02-03,2026-04-17,Completed,100,92,Low,High,92.26,2028567,2690,392.24,1.92,2399380,99,1406251,3.36,47250,4.51,2130,22.33,750.3,1055117,2028567
506,CMP_0506_Generate_Leads,App Promotion,Generate Leads,126,Affiliate Marketing,Technology,Students,TOFU,Reels,Mobile,North,CPM,1131539,Enterprise,40,2026-07-17,2026-08-26,Paused,98,93,Low,High,85.08,2094252,4980,227.22,1.85,4009429,77,3044577,10.68,325160,12.11,39376,3.48,371.66,1131539,2094252
507,CMP_0507_Customer_Retention,Sales,Customer Retention,259,Google Search Ads,Technology,Working Professionals,TOFU,Carousel,Tablet,West,CPM,71798,Small,89,2026-08-13,2026-11-10,Planned,56,53,High,Low,51.49,108766,3926,18.29,1.51,3068322,61,676753,8.48,57388,9.82,5635,1.25,106.09,71798,108766
508,CMP_0508_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,297,YouTube Ads,Education,Families,TOFU,Image,All Devices,West,CPA,249806,Medium,35,2026-07-06,2026-08-10,Planned,83,89,Medium,Medium,80.9,451899,3978,62.8,1.81,4017579,70,1327233,3.91,51894,7.3,3788,4.81,188.22,249806,451899
509,CMP_0509_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,144,LinkedIn Ads,Healthcare,Students,TOFU,Reels,Desktop,South,CPM,56541,Small,82,2026-08-25,2026-11-15,Planned,58,66,High,Low,46.4,82776,203,278.53,1.46,4773741,75,898774,3.53,31726,4.73,1500,1.78,62.91,56541,82776
510,CMP_0510_Customer_Retention,Product Launch,Customer Retention,202,Google Display Ads,E-Commerce,Families,TOFU,Reels,Tablet,Central,Maximize Clicks,438478,Medium,100,2026-07-13,2026-10-21,Paused,72,67,Medium,Medium,105.6,901510,541,810.5,2.06,1274958,77,4817422,5.06,243761,12.21,29763,1.8,91.02,438478,901510
511,CMP_0511_Customer_Retention,Lead Generation,Customer Retention,229,Google Display Ads,Food Delivery,Students,MOFU,Video,Desktop,Central,CPC,926792,Large,27,2026-07-07,2026-08-03,Planned,76,77,Medium,Medium,103.62,1887133,986,939.95,2.04,713894,85,3827283,6.61,252983,5.23,13231,3.66,242.15,926792,1887133
512,CMP_0512_App_Installs,Brand Awareness,App Installs,71,Affiliate Marketing,Education,Senior Citizens,TOFU,Carousel,Desktop,North,CPA,1224269,Enterprise,118,2026-05-07,2026-09-02,Running,86,90,Low,Medium,100.57,2455516,4610,265.57,2.01,2844925,60,4772069,9.08,433303,16.53,71624,2.83,256.55,1224269,2455516
513,CMP_0513_Generate_Leads,Lead Generation,Generate Leads,214,Email Marketing,E-Commerce,Working Professionals,MOFU,Image,All Devices,South,Target ROAS,931192,Large,63,2026-07-31,2026-10-02,Planned,76,74,Medium,Medium,85.32,1725685,1183,787.14,1.85,1571406,100,320407,1.26,4037,16.36,660,230.66,2906.28,931192,1725685
514,CMP_0514_Customer_Retention,Lead Generation,Customer Retention,261,Google Display Ads,Education,Students,MOFU,Story,Desktop,West,Maximize Clicks,1339089,Enterprise,20,2026-08-12,2026-09-01,Paused,97,90,Low,High,132.4,3112042,141,9497.09,2.32,496976,73,3079809,6.12,188484,8.61,16228,7.1,434.8,1339089,3112042
515,CMP_0515_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,89,Facebook Ads,Fashion,Students,TOFU,Reels,Tablet,West,CPC,845946,Large,104,2026-02-06,2026-05-21,Completed,87,94,Low,Medium,105.03,1734443,3396,249.1,2.05,1757069,76,2700898,11.98,323567,13.1,42387,2.61,313.21,845946,1734443
516,CMP_0516_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,242,Facebook Ads,Technology,Students,MOFU,Carousel,All Devices,North,Target ROAS,1423967,Enterprise,104,2026-05-25,2026-09-06,Running,94,94,Low,High,89.63,2700268,275,5178.06,1.9,3276085,69,4879948,11.86,578761,17.06,98736,2.46,291.8,1423967,2700268
517,CMP_0517_Increase_Sales,Sales,Increase Sales,292,YouTube Ads,E-Commerce,Working Professionals,TOFU,Reels,Mobile,North,Target ROAS,472472,Medium,77,2026-08-14,2026-10-30,Paused,87,93,Low,Medium,114.33,1012649,1319,358.2,2.14,4451412,83,2076038,7.56,156948,14.36,22537,3.01,227.58,472472,1012649
518,CMP_0518_Generate_Leads,Lead Generation,Generate Leads,176,YouTube Ads,Food Delivery,Senior Citizens,MOFU,Story,Desktop,East,Target ROAS,484188,Medium,34,2026-07-25,2026-08-28,Paused,87,86,Low,Medium,127.76,1102786,4018,120.5,2.28,1995836,78,2951887,4.22,124569,2.84,3537,3.89,164.03,484188,1102786
519,CMP_0519_Generate_Leads,Lead Generation,Generate Leads,189,Facebook Ads,Healthcare,Business Owners,MOFU,Image,Tablet,South,CPM,99955,Small,98,2026-08-22,2026-11-28,Planned,59,62,High,Low,77.76,177680,3062,32.64,1.78,3452020,89,4116549,10.25,421946,16.3,68777,0.24,24.28,99955,177680
520,CMP_0520_App_Installs,App Promotion,App Installs,142,Google Search Ads,Education,Students,TOFU,Video,Desktop,North,CPM,456861,Medium,80,2026-07-29,2026-10-17,Planned,83,87,Medium,Medium,120.05,1005322,4012,113.87,2.2,4793833,60,3714214,3.69,137054,17.25,23641,3.33,123.0,456861,1005322
521,CMP_0521_Increase_Sales,App Promotion,Increase Sales,277,YouTube Ads,Fashion,Families,TOFU,Carousel,Tablet,Central,Maximize Clicks,369870,Medium,19,2026-04-11,2026-04-30,Completed,72,64,Medium,Medium,77.09,655002,4666,79.27,1.77,2923706,100,2096441,1.29,27044,14.88,4024,13.68,176.43,369870,655002
522,CMP_0522_Increase_Sales,Retargeting,Increase Sales,231,LinkedIn Ads,Education,Business Owners,BOFU,Carousel,All Devices,Central,Maximize Clicks,94992,Small,27,2026-06-24,2026-07-21,Running,70,73,Medium,Medium,84.73,175478,3703,25.65,1.85,1411470,71,99569,3.08,3066,6.52,199,30.98,954.03,94992,175478
523,CMP_0523_Website_Traffic,Sales,Website Traffic,247,Google Search Ads,Education,Business Owners,TOFU,Carousel,Tablet,South,CPM,964335,Large,74,2026-03-12,2026-05-25,Completed,79,86,Medium,Medium,91.43,1846026,114,8459.08,1.91,1806861,93,220586,3.09,6816,15.26,1040,141.48,4371.7,964335,1846026
524,CMP_0524_Generate_Leads,App Promotion,Generate Leads,4,Affiliate Marketing,Fashion,Freelancers,TOFU,Story,Tablet,South,CPC,995090,Large,19,2026-08-27,2026-09-15,Planned,83,75,Medium,Medium,107.83,2068095,1723,577.53,2.08,4098197,82,2167154,8.84,191576,5.43,10402,5.19,459.17,995090,2068095
525,CMP_0525_Increase_Sales,Sales,Increase Sales,73,Google Display Ads,Healthcare,Freelancers,TOFU,Image,Mobile,South,CPM,910770,Large,101,2026-04-04,2026-07-14,Running,75,77,Medium,Medium,61.65,1472259,2601,350.16,1.62,3415226,95,1518501,0.99,15033,13.97,2100,60.58,599.78,910770,1472259
526,CMP_0526_Customer_Retention,Lead Generation,Customer Retention,52,LinkedIn Ads,Food Delivery,Students,MOFU,Story,Desktop,West,CPA,1127968,Enterprise,61,2026-05-23,2026-07-23,Running,85,83,Low,Medium,114.28,2417009,2332,483.69,2.14,1489878,64,326546,3.93,12833,7.56,970,87.9,3454.24,1127968,2417009
527,CMP_0527_Generate_Leads,App Promotion,Generate Leads,101,Instagram Ads,Education,Students,TOFU,Reels,Desktop,North,CPC,1294298,Enterprise,98,2026-01-18,2026-04-26,Completed,95,99,Low,High,134.39,3033705,1512,856.02,2.34,3991285,73,4289518,5.47,234636,17.16,40263,5.52,301.74,1294298,3033705
528,CMP_0528_App_Installs,Lead Generation,App Installs,261,Affiliate Marketing,Finance,Families,MOFU,Image,Tablet,West,CPM,248203,Medium,108,2026-04-27,2026-08-13,Running,86,81,Low,Medium,74.44,432965,1279,194.06,1.74,1867952,84,1293821,2.03,26264,17.47,4588,9.45,191.84,248203,432965
529,CMP_0529_App_Installs,App Promotion,App Installs,271,LinkedIn Ads,E-Commerce,Freelancers,TOFU,Video,Desktop,South,Target ROAS,159086,Medium,36,2026-06-14,2026-07-20,Running,71,75,Medium,Medium,83.27,291556,4809,33.08,1.83,1841542,81,1698324,8.01,136035,8.43,11467,1.17,93.67,159086,291556
530,CMP_0530_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,220,YouTube Ads,Finance,Families,TOFU,Image,Tablet,Central,CPA,1007161,Enterprise,105,2026-07-22,2026-11-04,Paused,92,98,Low,High,86.72,1880571,3871,260.18,1.87,945682,95,2208755,11.32,250031,8.36,20902,4.03,455.99,1007161,1880571
531,CMP_0531_Website_Traffic,Product Launch,Website Traffic,14,Facebook Ads,Technology,Freelancers,TOFU,Reels,All Devices,North,CPA,419366,Medium,39,2026-07-14,2026-08-22,Paused,87,95,Low,Medium,96.77,825186,5000,83.87,1.97,2649184,73,4736630,2.18,103258,8.52,8797,4.06,88.54,419366,825186
532,CMP_0532_Increase_Sales,Brand Awareness,Increase Sales,296,Google Display Ads,Healthcare,Working Professionals,TOFU,Story,Mobile,Central,CPC,1037475,Enterprise,35,2026-07-22,2026-08-26,Paused,97,91,Low,High,114.22,2222478,833,1245.47,2.14,1130531,90,3036425,7.9,239877,15.61,37444,4.33,341.68,1037475,2222478
533,CMP_0533_App_Installs,Lead Generation,App Installs,4,LinkedIn Ads,Education,Business Owners,MOFU,Image,All Devices,East,CPC,1059545,Enterprise,69,2026-04-07,2026-06-15,Completed,89,93,Low,Medium,77.91,1885036,4054,261.36,1.78,3743986,92,717538,9.49,68094,6.61,4501,15.56,1476.64,1059545,1885036
534,CMP_0534_App_Installs,Sales,App Installs,272,Instagram Ads,Travel,Students,TOFU,Carousel,All Devices,North,CPM,916591,Large,56,2026-07-28,2026-09-22,Planned,93,99,Low,High,125.82,2069845,4239,216.23,2.26,4146029,72,2701235,1.22,32955,15.29,5038,27.81,339.32,916591,2069845
535,CMP_0535_Customer_Retention,Sales,Customer Retention,9,Affiliate Marketing,Fashion,Students,TOFU,Reels,Mobile,East,Target ROAS,167532,Medium,81,2026-02-21,2026-05-13,Completed,73,80,Medium,Medium,74.19,291823,2754,60.83,1.74,920130,63,2627973,6.65,174760,14.19,24798,0.96,63.75,167532,291823
536,CMP_0536_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,76,Email Marketing,Food Delivery,Business Owners,TOFU,Image,Desktop,Central,Target ROAS,1028719,Enterprise,40,2026-08-05,2026-09-14,Planned,87,79,Low,Medium,75.6,1806430,1875,548.65,1.76,4998422,70,1337631,7.92,105940,11.6,12289,9.71,769.06,1028719,1806430
537,CMP_0537_App_Installs,Lead Generation,App Installs,35,LinkedIn Ads,Healthcare,Students,MOFU,Reels,Desktop,Central,CPC,705443,Large,105,2026-07-07,2026-10-20,Planned,92,95,Low,High,77.45,1251808,3824,184.48,1.77,741137,91,758645,6.36,48249,9.52,4593,14.62,929.87,705443,1251808
538,CMP_0538_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,38,Instagram Ads,Travel,Business Owners,MOFU,Reels,Desktop,North,CPA,113676,Medium,16,2026-06-24,2026-07-10,Running,82,78,Medium,Medium,102.62,230330,1626,69.91,2.03,251014,65,101344,6.35,6435,7.72,496,17.67,1121.68,113676,230330
539,CMP_0539_Website_Traffic,Product Launch,Website Traffic,88,YouTube Ads,Food Delivery,Students,TOFU,Image,Mobile,South,CPC,1168816,Enterprise,41,2026-02-23,2026-04-05,Completed,88,96,Low,Medium,70.95,1998090,3652,320.05,1.71,2335217,92,4229104,7.72,326486,2.32,7574,3.58,276.37,1168816,1998090
540,CMP_0540_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,52,Google Display Ads,Travel,Freelancers,TOFU,Video,Mobile,North,CPM,862034,Large,88,2026-01-26,2026-04-24,Completed,95,92,Low,High,116.18,1863545,1797,479.71,2.16,4512141,69,4663073,10.32,481229,16.1,77477,1.79,184.86,862034,1863545
541,CMP_0541_Increase_Sales,Sales,Increase Sales,273,Google Search Ads,E-Commerce,Families,TOFU,Reels,Mobile,North,CPA,411827,Medium,103,2026-03-01,2026-06-12,Completed,68,72,High,Low,92.98,794743,3226,127.66,1.93,974151,95,1801412,9.42,169693,14.55,24690,2.43,228.61,411827,794743
542,CMP_0542_Increase_Sales,App Promotion,Increase Sales,45,Affiliate Marketing,Education,Families,TOFU,Video,Mobile,North,CPM,1297252,Enterprise,36,2026-04-13,2026-05-19,Completed,97,96,Low,High,94.05,2517317,3154,411.3,1.94,4217218,72,2239348,5.89,131897,5.51,7267,9.84,579.3,1297252,2517317
543,CMP_0543_Customer_Retention,Retargeting,Customer Retention,190,YouTube Ads,Finance,Senior Citizens,BOFU,Image,Mobile,North,Maximize Clicks,1004782,Enterprise,71,2026-05-02,2026-07-12,Running,90,85,Low,High,73.54,1743698,4171,240.9,1.74,1223009,91,1699203,11.94,202884,3.05,6187,4.95,591.33,1004782,1743698
544,CMP_0544_App_Installs,Lead Generation,App Installs,193,Google Search Ads,Technology,Families,MOFU,Reels,Mobile,South,CPC,871787,Large,81,2026-04-13,2026-07-03,Running,77,70,Medium,Medium,75.54,1530334,1693,514.94,1.76,2845997,75,413869,4.31,17837,17.14,3057,48.88,2106.43,871787,1530334
545,CMP_0545_Generate_Leads,Product Launch,Generate Leads,210,YouTube Ads,Fashion,Freelancers,TOFU,Video,All Devices,East,CPC,1041502,Enterprise,16,2026-08-03,2026-08-19,Planned,85,86,Low,Medium,88.59,1964168,1384,752.53,1.89,444209,94,3387815,9.67,327601,14.33,46945,3.18,307.43,1041502,1964168
546,CMP_0546_Customer_Retention,Product Launch,Customer Retention,177,LinkedIn Ads,Fashion,Families,TOFU,Reels,Desktop,North,CPA,749546,Large,86,2026-08-06,2026-10-31,Paused,81,81,Medium,Medium,111.17,1582816,3256,230.2,2.11,2596609,98,4694453,6.4,300444,4.15,12468,2.49,159.67,749546,1582816
547,CMP_0547_App_Installs,Sales,App Installs,295,Google Display Ads,Healthcare,Families,TOFU,Image,Mobile,East,CPC,169747,Medium,112,2026-08-02,2026-11-22,Paused,67,68,High,Low,55.35,263701,415,409.03,1.55,3841619,75,385088,11.33,43630,5.55,2421,3.89,440.8,169747,263701
548,CMP_0548_Customer_Retention,Product Launch,Customer Retention,198,Google Search Ads,Healthcare,Working Professionals,TOFU,Reels,Desktop,South,CPC,1425348,Enterprise,19,2026-07-15,2026-08-03,Planned,97,99,Low,High,130.87,3290700,2097,679.71,2.31,566035,66,1339795,9.61,128754,11.21,14433,11.07,1063.86,1425348,3290700
549,CMP_0549_Website_Traffic,Lead Generation,Website Traffic,120,LinkedIn Ads,Travel,Students,MOFU,Reels,All Devices,Central,CPC,1443006,Enterprise,29,2026-07-09,2026-08-07,Paused,89,86,Low,Medium,106.91,2985723,2492,579.06,2.07,3981754,74,2004653,3.11,62344,13.44,8379,23.15,719.83,1443006,2985723
550,CMP_0550_Generate_Leads,App Promotion,Generate Leads,11,LinkedIn Ads,Education,Students,TOFU,Reels,Mobile,South,Target ROAS,234323,Medium,61,2026-07-14,2026-09-13,Paused,85,93,Low,Medium,68.81,395560,3423,68.46,1.69,2072772,91,838826,6.95,58298,11.98,6984,4.02,279.35,234323,395560
551,CMP_0551_Increase_Brand_Awareness,Sales,Increase Brand Awareness,140,YouTube Ads,Food Delivery,Freelancers,TOFU,Reels,All Devices,Central,Target ROAS,815437,Large,101,2026-07-13,2026-10-22,Paused,89,82,Low,Medium,105.7,1677353,3238,251.83,2.06,1476841,82,3127574,5.75,179835,10.91,19619,4.53,260.73,815437,1677353
552,CMP_0552_Increase_Sales,Product Launch,Increase Sales,99,YouTube Ads,Fashion,Freelancers,TOFU,Video,Mobile,North,CPM,1225056,Enterprise,59,2026-07-19,2026-09-16,Planned,93,90,Low,High,103.21,2489436,2281,537.07,2.03,1601434,98,3242717,8.77,284386,7.24,20589,4.31,377.79,1225056,2489436
553,CMP_0553_Customer_Retention,Lead Generation,Customer Retention,92,Instagram Ads,Travel,Students,MOFU,Story,Tablet,South,CPM,938749,Large,82,2026-07-30,2026-10-20,Paused,91,89,Low,High,104.34,1918239,1848,507.98,2.04,2619538,85,1560437,3.39,52898,9.91,5242,17.75,601.59,938749,1918239
554,CMP_0554_Generate_Leads,Lead Generation,Generate Leads,250,Facebook Ads,Travel,Senior Citizens,MOFU,Reels,All Devices,South,CPA,918037,Large,106,2026-02-08,2026-05-25,Completed,79,85,Medium,Medium,69.01,1551574,119,7714.6,1.69,3785713,96,1550932,5.36,83129,12.7,10557,11.04,591.93,918037,1551574
555,CMP_0555_Increase_Brand_Awareness,Sales,Increase Brand Awareness,100,Email Marketing,Technology,Students,TOFU,Story,All Devices,North,CPC,320657,Medium,51,2026-04-03,2026-05-24,Completed,86,79,Low,Medium,106.91,663471,3063,104.69,2.07,4682910,66,4847067,11.33,549172,3.91,21472,0.58,66.15,320657,663471
556,CMP_0556_Generate_Leads,Retargeting,Generate Leads,174,Google Display Ads,Education,Business Owners,BOFU,Carousel,Desktop,West,Maximize Clicks,1026375,Enterprise,24,2026-05-10,2026-06-03,Completed,89,92,Low,Medium,84.22,1890788,2542,403.77,1.84,4296505,96,3262390,5.44,177474,4.15,7365,5.78,314.61,1026375,1890788
557,CMP_0557_App_Installs,Brand Awareness,App Installs,195,Instagram Ads,Food Delivery,Business Owners,TOFU,Carousel,Tablet,East,CPC,478705,Medium,107,2026-05-29,2026-09-13,Running,73,69,Medium,Medium,105.78,985079,4783,100.08,2.06,2240779,82,3167395,11.42,361716,16.42,59393,1.32,151.14,478705,985079
558,CMP_0558_Generate_Leads,Sales,Generate Leads,140,Email Marketing,Technology,Business Owners,TOFU,Video,All Devices,West,Maximize Clicks,835226,Large,52,2026-06-09,2026-07-31,Running,76,75,Medium,Medium,111.22,1764164,4390,190.26,2.11,170041,100,589007,8.06,47473,14.41,6840,17.59,1418.02,835226,1764164
559,CMP_0559_Website_Traffic,Lead Generation,Website Traffic,246,Google Search Ads,Healthcare,Working Professionals,MOFU,Story,All Devices,West,Maximize Clicks,861336,Large,52,2026-07-18,2026-09-08,Paused,90,90,Low,High,120.74,1901313,3744,230.06,2.21,1172935,72,2840465,11.5,326653,6.5,21232,2.64,303.24,861336,1901313
560,CMP_0560_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,261,YouTube Ads,Finance,Students,BOFU,Carousel,All Devices,East,Maximize Clicks,191545,Medium,102,2026-01-04,2026-04-16,Completed,85,82,Low,Medium,121.39,424061,3557,53.85,2.21,1214475,97,491792,2.92,14360,6.0,861,13.34,389.48,191545,424061
561,CMP_0561_Customer_Retention,Product Launch,Customer Retention,35,Instagram Ads,Fashion,Working Professionals,TOFU,Image,Tablet,East,Target ROAS,1063305,Enterprise,48,2026-06-14,2026-08-01,Running,97,94,Low,High,79.59,1909589,1747,608.65,1.8,4391749,95,3690889,2.94,108512,17.91,19434,9.8,288.09,1063305,1909589
562,CMP_0562_Website_Traffic,Product Launch,Website Traffic,26,Affiliate Marketing,Food Delivery,Working Professionals,TOFU,Reels,All Devices,Central,Maximize Clicks,1454111,Enterprise,20,2026-07-29,2026-08-18,Planned,95,92,Low,High,129.35,3335003,801,1815.37,2.29,1106807,88,494999,11.85,58657,4.56,2674,24.79,2937.6,1454111,3335003
563,CMP_0563_Customer_Retention,Retargeting,Customer Retention,224,Facebook Ads,Finance,Senior Citizens,BOFU,Image,All Devices,South,Target ROAS,583733,Large,20,2026-08-01,2026-08-21,Paused,80,74,Medium,Medium,105.79,1201264,1776,328.68,2.06,2430726,95,4561352,9.71,442907,10.36,45885,1.32,127.97,583733,1201264
564,CMP_0564_Increase_Sales,App Promotion,Increase Sales,28,Google Search Ads,Food Delivery,Families,TOFU,Reels,Desktop,South,CPM,558133,Large,97,2026-08-16,2026-11-21,Paused,87,95,Low,Medium,97.07,1099912,1256,444.37,1.97,2486569,65,2023162,7.07,143037,11.28,16134,3.9,275.87,558133,1099912
565,CMP_0565_App_Installs,Brand Awareness,App Installs,99,Google Display Ads,Technology,Freelancers,TOFU,Video,Tablet,East,Target ROAS,561558,Large,69,2026-07-29,2026-10-06,Paused,81,86,Medium,Medium,119.33,1231665,678,828.26,2.19,1410533,90,1848235,2.52,46575,15.37,7158,12.06,303.83,561558,1231665
566,CMP_0566_Increase_Sales,App Promotion,Increase Sales,13,Google Display Ads,Technology,Families,TOFU,Image,Mobile,Central,CPC,671923,Large,56,2026-03-13,2026-05-08,Completed,90,87,Low,High,119.41,1474266,2399,280.08,2.19,4418849,75,1863761,3.46,64486,6.7,4320,10.42,360.52,671923,1474266
