Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
527,CMP_0527_Generate_Leads,App Promotion,Generate Leads,101,Instagram Ads,Education,Students,TOFU,Reels,Desktop,North,CPC,1294298,Enterprise,98,2026-01-18,2026-04-26,Completed,95,99,Low,High,134.39,3033705,1512,856.02,2.34,3991285,73,4289518,234636,40263,5.47,17.16,1294298,3033705,5.52,301.74,2.34,134.39,12.53,31.28,276,1
528,CMP_0528_App_Installs,Lead Generation,App Installs,261,Affiliate Marketing,Finance,Families,MOFU,Image,Tablet,West,CPM,248203,Medium,108,2026-04-27,2026-08-13,Running,86,81,Low,Medium,74.44,432965,1279,194.06,1.74,1867952,84,1293821,26264,4588,2.03,17.47,248203,432965,9.45,191.84,1.74,74.44,8.61,34.33,121,1
529,CMP_0529_App_Installs,App Promotion,App Installs,271,LinkedIn Ads,E-Commerce,Freelancers,TOFU,Video,Desktop,South,Target ROAS,159086,Medium,36,2026-06-14,2026-07-20,Running,71,75,Medium,Medium,83.27,291556,4809,33.08,1.83,1841542,81,1698324,136035,11467,8.01,8.43,159086,291556,1.17,93.67,1.83,83.27,2.28,67.88,131,0
530,CMP_0530_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,220,YouTube Ads,Finance,Families,TOFU,Image,Tablet,Central,CPA,1007161,Enterprise,105,2026-07-22,2026-11-04,Paused,92,98,Low,High,86.72,1880571,3871,260.18,1.87,945682,95,2208755,250031,20902,11.32,8.36,1007161,1880571,4.03,455.99,1.87,86.72,16.81,46.55,152,0
531,CMP_0531_Website_Traffic,Product Launch,Website Traffic,14,Facebook Ads,Technology,Freelancers,TOFU,Reels,All Devices,North,CPA,419366,Medium,39,2026-07-14,2026-08-22,Paused,87,95,Low,Medium,96.77,825186,5000,83.87,1.97,2649184,73,4736630,103258,8797,2.18,8.52,419366,825186,4.06,88.54,1.97,96.77,11.54,62.08,264,1
532,CMP_0532_Increase_Sales,Brand Awareness,Increase Sales,296,Google Display Ads,Healthcare,Working Professionals,TOFU,Story,Mobile,Central,CPC,1037475,Enterprise,35,2026-07-22,2026-08-26,Paused,97,91,Low,High,114.22,2222478,833,1245.47,2.14,1130531,90,3036425,239877,37444,7.9,15.61,1037475,2222478,4.33,341.68,2.14,114.22,12.02,53.43,93,1
533,CMP_0533_App_Installs,Lead Generation,App Installs,4,LinkedIn Ads,Education,Business Owners,MOFU,Image,All Devices,East,CPC,1059545,Enterprise,69,2026-04-07,2026-06-15,Completed,89,93,Low,Medium,77.91,1885036,4054,261.36,1.78,3743986,92,717538,68094,4501,9.49,6.61,1059545,1885036,15.56,1476.64,1.78,77.91,6.44,51.92,225,0
534,CMP_0534_App_Installs,Sales,App Installs,272,Instagram Ads,Travel,Students,TOFU,Carousel,All Devices,North,CPM,916591,Large,56,2026-07-28,2026-09-22,Planned,93,99,Low,High,125.82,2069845,4239,216.23,2.26,4146029,72,2701235,32955,5038,1.22,15.29,916591,2069845,27.81,339.32,2.26,125.82,4.76,63.11,116,1
535,CMP_0535_Customer_Retention,Sales,Customer Retention,9,Affiliate Marketing,Fashion,Students,TOFU,Reels,Mobile,East,Target ROAS,167532,Medium,81,2026-02-21,2026-05-13,Completed,73,80,Medium,Medium,74.19,291823,2754,60.83,1.74,920130,63,2627973,174760,24798,6.65,14.19,167532,291823,0.96,63.75,1.74,74.19,11.92,41.45,251,1
536,CMP_0536_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,76,Email Marketing,Food Delivery,Business Owners,TOFU,Image,Desktop,Central,Target ROAS,1028719,Enterprise,40,2026-08-05,2026-09-14,Planned,87,79,Low,Medium,75.6,1806430,1875,548.65,1.76,4998422,70,1337631,105940,12289,7.92,11.6,1028719,1806430,9.71,769.06,1.76,75.6,3.91,58.73,46,1
537,CMP_0537_App_Installs,Lead Generation,App Installs,35,LinkedIn Ads,Healthcare,Students,MOFU,Reels,Desktop,Central,CPC,705443,Large,105,2026-07-07,2026-10-20,Planned,92,95,Low,High,77.45,1251808,3824,184.48,1.77,741137,91,758645,48249,4593,6.36,9.52,705443,1251808,14.62,929.87,1.77,77.45,6.38,27.52,32,0
538,CMP_0538_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,38,Instagram Ads,Travel,Business Owners,MOFU,Reels,Desktop,North,CPA,113676,Medium,16,2026-06-24,2026-07-10,Running,82,78,Medium,Medium,102.62,230330,1626,69.91,2.03,251014,65,101344,6435,496,6.35,7.71,113676,230330,17.67,1121.68,2.03,102.62,15.41,20.64,439,1
539,CMP_0539_Website_Traffic,Product Launch,Website Traffic,88,YouTube Ads,Food Delivery,Students,TOFU,Image,Mobile,South,CPC,1168816,Enterprise,41,2026-02-23,2026-04-05,Completed,88,96,Low,Medium,70.95,1998090,3652,320.05,1.71,2335217,92,4229104,326486,7574,7.72,2.32,1168816,1998090,3.58,276.37,1.71,70.95,16.32,66.67,188,0
540,CMP_0540_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,52,Google Display Ads,Travel,Freelancers,TOFU,Video,Mobile,North,CPM,862034,Large,88,2026-01-26,2026-04-24,Completed,95,92,Low,High,116.18,1863545,1797,479.71,2.16,4512141,69,4663073,481229,77477,10.32,16.1,862034,1863545,1.79,184.86,2.16,116.18,9.06,56.95,130,1
541,CMP_0541_Increase_Sales,Sales,Increase Sales,273,Google Search Ads,E-Commerce,Families,TOFU,Reels,Mobile,North,CPA,411827,Medium,103,2026-03-01,2026-06-12,Completed,68,72,High,Low,92.98,794743,3226,127.66,1.93,974151,95,1801412,169693,24690,9.42,14.55,411827,794743,2.43,228.61,1.93,92.98,3.25,38.95,77,1
542,CMP_0542_Increase_Sales,App Promotion,Increase Sales,45,Affiliate Marketing,Education,Families,TOFU,Video,Mobile,North,CPM,1297252,Enterprise,36,2026-04-13,2026-05-19,Completed,97,96,Low,High,94.05,2517317,3154,411.3,1.94,4217218,72,2239348,131897,7267,5.89,5.51,1297252,2517317,9.84,579.3,1.94,94.05,3.61,67.62,216,0
543,CMP_0543_Customer_Retention,Retargeting,Customer Retention,190,YouTube Ads,Finance,Senior Citizens,BOFU,Image,Mobile,North,Maximize Clicks,1004782,Enterprise,71,2026-05-02,2026-07-12,Running,90,85,Low,High,73.54,1743698,4171,240.9,1.74,1223009,91,1699203,202884,6187,11.94,3.05,1004782,1743698,4.95,591.33,1.74,73.54,7.6,26.02,271,0
544,CMP_0544_App_Installs,Lead Generation,App Installs,193,Google Search Ads,Technology,Families,MOFU,Reels,Mobile,South,CPC,871787,Large,81,2026-04-13,2026-07-03,Running,77,70,Medium,Medium,75.54,1530334,1693,514.94,1.76,2845997,75,413869,17837,3057,4.31,17.14,871787,1530334,48.88,2106.43,1.76,75.54,11.41,61.1,134,1
545,CMP_0545_Generate_Leads,Product Launch,Generate Leads,210,YouTube Ads,Fashion,Freelancers,TOFU,Video,All Devices,East,CPC,1041502,Enterprise,16,2026-08-03,2026-08-19,Planned,85,86,Low,Medium,88.59,1964168,1384,752.53,1.89,444209,94,3387815,327601,46945,9.67,14.33,1041502,1964168,3.18,307.43,1.89,88.59,5.11,55.59,385,1
546,CMP_0546_Customer_Retention,Product Launch,Customer Retention,177,LinkedIn Ads,Fashion,Families,TOFU,Reels,Desktop,North,CPA,749546,Large,86,2026-08-06,2026-10-31,Paused,81,81,Medium,Medium,111.17,1582816,3256,230.2,2.11,2596609,98,4694453,300444,12468,6.4,4.15,749546,1582816,2.49,159.67,2.11,111.17,7.54,53.45,353,1
547,CMP_0547_App_Installs,Sales,App Installs,295,Google Display Ads,Healthcare,Families,TOFU,Image,Mobile,East,CPC,169747,Medium,112,2026-08-02,2026-11-22,Paused,67,68,High,Low,55.35,263701,415,409.03,1.55,3841619,75,385088,43630,2421,11.33,5.55,169747,263701,3.89,440.8,1.55,55.35,10.37,54.75,105,0
548,CMP_0548_Customer_Retention,Product Launch,Customer Retention,198,Google Search Ads,Healthcare,Working Professionals,TOFU,Reels,Desktop,South,CPC,1425348,Enterprise,19,2026-07-15,2026-08-03,Planned,97,99,Low,High,130.87,3290700,2097,679.71,2.31,566035,66,1339795,128754,14433,9.61,11.21,1425348,3290700,11.07,1063.86,2.31,130.87,15.82,43.21,343,1
549,CMP_0549_Website_Traffic,Lead Generation,Website Traffic,120,LinkedIn Ads,Travel,Students,MOFU,Reels,All Devices,Central,CPC,1443006,Enterprise,29,2026-07-09,2026-08-07,Paused,89,86,Low,Medium,106.91,2985723,2492,579.06,2.07,3981754,74,2004653,62344,8379,3.11,13.44,1443006,2985723,23.15,719.83,2.07,106.91,6.83,53.86,277,1
550,CMP_0550_Generate_Leads,App Promotion,Generate Leads,11,LinkedIn Ads,Education,Students,TOFU,Reels,Mobile,South,Target ROAS,234323,Medium,61,2026-07-14,2026-09-13,Paused,85,93,Low,Medium,68.81,395560,3423,68.46,1.69,2072772,91,838826,58298,6984,6.95,11.98,234323,395560,4.02,279.35,1.69,68.81,16.96,40.66,403,1
551,CMP_0551_Increase_Brand_Awareness,Sales,Increase Brand Awareness,140,YouTube Ads,Food Delivery,Freelancers,TOFU,Reels,All Devices,Central,Target ROAS,815437,Large,101,2026-07-13,2026-10-22,Paused,89,82,Low,Medium,105.7,1677353,3238,251.83,2.06,1476841,82,3127574,179835,19619,5.75,10.91,815437,1677353,4.53,260.73,2.06,105.7,8.34,66.75,160,1
552,CMP_0552_Increase_Sales,Product Launch,Increase Sales,99,YouTube Ads,Fashion,Freelancers,TOFU,Video,Mobile,North,CPM,1225056,Enterprise,59,2026-07-19,2026-09-16,Planned,93,90,Low,High,103.21,2489436,2281,537.07,2.03,1601434,98,3242717,284386,20589,8.77,7.24,1225056,2489436,4.31,377.79,2.03,103.21,12.82,48.86,454,1
553,CMP_0553_Customer_Retention,Lead Generation,Customer Retention,92,Instagram Ads,Travel,Students,MOFU,Story,Tablet,South,CPM,938749,Large,82,2026-07-30,2026-10-20,Paused,91,89,Low,High,104.34,1918239,1848,507.98,2.04,2619538,85,1560437,52898,5242,3.39,9.91,938749,1918239,17.75,601.59,2.04,104.34,6.43,66.18,181,1
554,CMP_0554_Generate_Leads,Lead Generation,Generate Leads,250,Facebook Ads,Travel,Senior Citizens,MOFU,Reels,All Devices,South,CPA,918037,Large,106,2026-02-08,2026-05-25,Completed,79,85,Medium,Medium,69.01,1551574,119,7714.6,1.69,3785713,96,1550932,83129,10557,5.36,12.7,918037,1551574,11.04,591.93,1.69,69.01,5.3,24.28,32,1
555,CMP_0555_Increase_Brand_Awareness,Sales,Increase Brand Awareness,100,Email Marketing,Technology,Students,TOFU,Story,All Devices,North,CPC,320657,Medium,51,2026-04-03,2026-05-24,Completed,86,79,Low,Medium,106.91,663471,3063,104.69,2.07,4682910,66,4847067,549172,21472,11.33,3.91,320657,663471,0.58,66.15,2.07,106.91,10.83,36.15,60,1
556,CMP_0556_Generate_Leads,Retargeting,Generate Leads,174,Google Display Ads,Education,Business Owners,BOFU,Carousel,Desktop,West,Maximize Clicks,1026375,Enterprise,24,2026-05-10,2026-06-03,Completed,89,92,Low,Medium,84.22,1890788,2542,403.77,1.84,4296505,96,3262390,177474,7365,5.44,4.15,1026375,1890788,5.78,314.61,1.84,84.22,13.18,34.01,62,0
557,CMP_0557_App_Installs,Brand Awareness,App Installs,195,Instagram Ads,Food Delivery,Business Owners,TOFU,Carousel,Tablet,East,CPC,478705,Medium,107,2026-05-29,2026-09-13,Running,73,69,Medium,Medium,105.78,985079,4783,100.08,2.06,2240779,82,3167395,361716,59393,11.42,16.42,478705,985079,1.32,151.14,2.06,105.78,8.43,65.13,478,1
558,CMP_0558_Generate_Leads,Sales,Generate Leads,140,Email Marketing,Technology,Business Owners,TOFU,Video,All Devices,West,Maximize Clicks,835226,Large,52,2026-06-09,2026-07-31,Running,76,75,Medium,Medium,111.22,1764164,4390,190.26,2.11,170041,100,589007,47473,6840,8.06,14.41,835226,1764164,17.59,1418.02,2.11,111.22,9.7,44.11,132,1
559,CMP_0559_Website_Traffic,Lead Generation,Website Traffic,246,Google Search Ads,Healthcare,Working Professionals,MOFU,Story,All Devices,West,Maximize Clicks,861336,Large,52,2026-07-18,2026-09-08,Paused,90,90,Low,High,120.74,1901313,3744,230.06,2.21,1172935,72,2840465,326653,21232,11.5,6.5,861336,1901313,2.64,303.24,2.21,120.74,9.47,46.77,250,1
560,CMP_0560_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,261,YouTube Ads,Finance,Students,BOFU,Carousel,All Devices,East,Maximize Clicks,191545,Medium,102,2026-01-04,2026-04-16,Completed,85,82,Low,Medium,121.39,424061,3557,53.85,2.21,1214475,97,491792,14360,861,2.92,6.0,191545,424061,13.34,389.48,2.21,121.39,10.71,24.15,130,1
561,CMP_0561_Customer_Retention,Product Launch,Customer Retention,35,Instagram Ads,Fashion,Working Professionals,TOFU,Image,Tablet,East,Target ROAS,1063305,Enterprise,48,2026-06-14,2026-08-01,Running,97,94,Low,High,79.59,1909589,1747,608.65,1.8,4391749,95,3690889,108512,19434,2.94,17.91,1063305,1909589,9.8,288.09,1.8,79.59,2.61,68.7,457,1
562,CMP_0562_Website_Traffic,Product Launch,Website Traffic,26,Affiliate Marketing,Food Delivery,Working Professionals,TOFU,Reels,All Devices,Central,Maximize Clicks,1454111,Enterprise,20,2026-07-29,2026-08-18,Planned,95,92,Low,High,129.35,3335003,801,1815.37,2.29,1106807,88,494999,58657,2674,11.85,4.56,1454111,3335003,24.79,2937.6,2.29,129.35,5.87,62.65,218,1
563,CMP_0563_Customer_Retention,Retargeting,Customer Retention,224,Facebook Ads,Finance,Senior Citizens,BOFU,Image,All Devices,South,Target ROAS,583733,Large,20,2026-08-01,2026-08-21,Paused,80,74,Medium,Medium,105.79,1201264,1776,328.68,2.06,2430726,95,4561352,442907,45885,9.71,10.36,583733,1201264,1.32,127.97,2.06,105.79,13.71,42.06,91,1
564,CMP_0564_Increase_Sales,App Promotion,Increase Sales,28,Google Search Ads,Food Delivery,Families,TOFU,Reels,Desktop,South,CPM,558133,Large,97,2026-08-16,2026-11-21,Paused,87,95,Low,Medium,97.07,1099912,1256,444.37,1.97,2486569,65,2023162,143037,16134,7.07,11.28,558133,1099912,3.9,275.87,1.97,97.07,14.11,21.14,343,1
565,CMP_0565_App_Installs,Brand Awareness,App Installs,99,Google Display Ads,Technology,Freelancers,TOFU,Video,Tablet,East,Target ROAS,561558,Large,69,2026-07-29,2026-10-06,Paused,81,86,Medium,Medium,119.33,1231665,678,828.26,2.19,1410533,90,1848235,46575,7158,2.52,15.37,561558,1231665,12.06,303.83,2.19,119.33,16.92,27.88,438,1
566,CMP_0566_Increase_Sales,App Promotion,Increase Sales,13,Google Display Ads,Technology,Families,TOFU,Image,Mobile,Central,CPC,671923,Large,56,2026-03-13,2026-05-08,Completed,90,87,Low,High,119.41,1474266,2399,280.08,2.19,4418849,75,1863761,64486,4320,3.46,6.7,671923,1474266,10.42,360.52,2.19,119.41,4.44,56.21,174,1
567,CMP_0567_Generate_Leads,Retargeting,Generate Leads,65,Email Marketing,Finance,Families,BOFU,Story,Tablet,North,CPM,1398308,Enterprise,53,2026-08-27,2026-10-19,Planned,86,78,Low,Medium,69.1,2364538,4669,299.49,1.69,1164135,89,224520,17220,661,7.67,3.84,1398308,2364538,81.2,6227.99,1.69,69.1,9.42,21.24,88,0
568,CMP_0568_Customer_Retention,Brand Awareness,Customer Retention,124,Google Display Ads,Healthcare,Business Owners,TOFU,Carousel,Desktop,West,CPM,222007,Medium,83,2026-05-15,2026-08-06,Running,73,65,Medium,Medium,59.14,353301,730,304.12,1.59,4078063,73,1238632,95250,16478,7.69,17.3,222007,353301,2.33,179.24,1.59,59.14,4.31,57.98,464,1
569,CMP_0569_Generate_Leads,Lead Generation,Generate Leads,191,Google Display Ads,Technology,Students,MOFU,Reels,Desktop,North,CPM,808819,Large,95,2026-07-10,2026-10-13,Paused,80,74,Medium,Medium,71.87,1390117,2290,353.2,1.72,376886,78,1704077,109742,1953,6.44,1.78,808819,1390117,7.37,474.64,1.72,71.87,2.03,27.0,155,0
570,CMP_0570_Generate_Leads,App Promotion,Generate Leads,251,Google Search Ads,Travel,Freelancers,TOFU,Carousel,Tablet,East,Target ROAS,825068,Large,80,2026-04-24,2026-07-13,Running,77,81,Medium,Medium,94.46,1604427,2916,282.95,1.94,936488,62,3022144,157755,21123,5.22,13.39,825068,1604427,5.23,273.01,1.94,94.46,15.77,51.2,409,1
571,CMP_0571_Generate_Leads,App Promotion,Generate Leads,139,YouTube Ads,Finance,Families,TOFU,Video,Mobile,East,Target ROAS,89799,Small,103,2026-01-07,2026-04-20,Completed,47,47,High,Low,65.2,148347,3411,26.33,1.65,2827114,60,4253031,426153,26464,10.02,6.21,89799,148347,0.21,21.11,1.65,65.2,13.96,42.79,491,0
572,CMP_0572_Generate_Leads,Lead Generation,Generate Leads,111,Google Display Ads,Technology,Business Owners,MOFU,Story,Tablet,South,Target ROAS,304699,Medium,109,2026-03-14,2026-07-01,Running,65,58,High,Low,70.24,518719,4975,61.25,1.7,3436178,93,3130464,343724,38772,10.98,11.28,304699,518719,0.89,97.33,1.7,70.24,13.97,60.95,199,1
573,CMP_0573_App_Installs,Lead Generation,App Installs,118,Google Display Ads,Food Delivery,Senior Citizens,MOFU,Image,Tablet,Central,Target ROAS,185236,Medium,81,2026-08-16,2026-11-05,Paused,64,70,High,Low,80.5,334350,2785,66.51,1.8,779574,94,2003657,223808,26946,11.17,12.04,185236,334350,0.83,92.45,1.8,80.5,6.02,26.14,233,1
574,CMP_0574_App_Installs,Product Launch,App Installs,209,Instagram Ads,Education,Senior Citizens,TOFU,Story,Mobile,West,Maximize Clicks,1307327,Enterprise,21,2026-06-08,2026-06-29,Running,90,93,Low,High,77.37,2318805,4141,315.7,1.77,2126680,71,913433,42565,1796,4.66,4.22,1307327,2318805,30.71,1431.22,1.77,77.37,7.69,33.24,271,0
575,CMP_0575_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,27,YouTube Ads,Healthcare,Families,MOFU,Video,Mobile,North,CPA,1393116,Enterprise,28,2026-04-21,2026-05-19,Completed,94,99,Low,High,89.69,2642601,3443,404.62,1.9,2297016,62,813736,50533,1960,6.21,3.88,1393116,2642601,27.57,1712.0,1.9,89.69,16.28,25.23,162,0
576,CMP_0576_Website_Traffic,Product Launch,Website Traffic,294,Instagram Ads,Finance,Families,TOFU,Carousel,Desktop,East,CPA,642974,Large,60,2026-07-15,2026-09-13,Planned,82,79,Medium,Medium,85.24,1191045,1940,331.43,1.85,1061846,89,1083518,122112,19330,11.27,15.83,642974,1191045,5.27,593.41,1.85,85.24,2.52,68.7,216,1
577,CMP_0577_Customer_Retention,Brand Awareness,Customer Retention,254,LinkedIn Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,South,CPC,1445942,Enterprise,117,2026-05-09,2026-09-03,Running,88,93,Low,Medium,99.68,2887256,3296,438.7,2.0,2525837,91,4283013,190165,32784,4.44,17.24,1445942,2887256,7.6,337.6,2.0,99.68,12.71,52.26,190,1
578,CMP_0578_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,222,Instagram Ads,Food Delivery,Senior Citizens,BOFU,Reels,Tablet,West,CPC,273615,Medium,30,2026-06-16,2026-07-16,Running,63,61,High,Low,78.85,489360,4246,64.44,1.79,1902908,93,1291774,107346,18656,8.31,17.38,273615,489360,2.55,211.81,1.79,78.85,11.26,21.07,185,1
579,CMP_0579_Generate_Leads,Sales,Generate Leads,116,Instagram Ads,Food Delivery,Business Owners,TOFU,Story,Tablet,North,Target ROAS,378291,Medium,38,2026-08-16,2026-09-23,Paused,69,63,High,Low,67.89,635112,2920,129.55,1.68,2022457,84,2463840,195136,3746,7.92,1.92,378291,635112,1.94,153.54,1.68,67.89,3.37,66.23,231,0
580,CMP_0580_Customer_Retention,Product Launch,Customer Retention,184,Facebook Ads,Food Delivery,Families,TOFU,Video,All Devices,Central,Target ROAS,891182,Large,57,2026-04-23,2026-06-19,Completed,81,80,Medium,Medium,101.63,1796890,2432,366.44,2.02,1904904,84,224617,19968,2292,8.89,11.48,891182,1796890,44.63,3967.56,2.02,101.63,6.78,44.27,413,1
581,CMP_0581_Increase_Sales,Retargeting,Increase Sales,7,Facebook Ads,Finance,Business Owners,BOFU,Video,Mobile,West,Target ROAS,1051272,Enterprise,31,2026-06-19,2026-07-20,Running,88,85,Low,Medium,97.46,2075841,3416,307.75,1.97,3804996,95,967516,31928,1021,3.3,3.2,1051272,2075841,32.93,1086.57,1.97,97.46,12.86,56.48,430,1
582,CMP_0582_Increase_Sales,Retargeting,Increase Sales,220,Google Display Ads,Travel,Students,BOFU,Reels,All Devices,West,CPC,468702,Medium,110,2026-08-16,2026-12-04,Planned,81,78,Medium,Medium,118.11,1022285,1109,422.63,2.18,1057098,79,3724714,445103,14821,11.95,3.33,468702,1022285,1.05,125.84,2.18,118.11,5.63,50.3,199,1
583,CMP_0583_Generate_Leads,Retargeting,Generate Leads,16,Google Display Ads,Education,Senior Citizens,BOFU,Carousel,Tablet,South,Maximize Clicks,1266843,Enterprise,30,2026-06-23,2026-07-23,Running,98,96,Low,High,81.22,2295772,1798,704.58,1.81,742998,83,1624760,29408,764,1.81,2.6,1266843,2295772,43.08,779.71,1.81,81.22,3.99,55.56,357,0
584,CMP_0584_App_Installs,App Promotion,App Installs,193,Facebook Ads,Technology,Senior Citizens,TOFU,Story,Mobile,South,Target ROAS,750793,Large,39,2026-03-14,2026-04-22,Completed,94,90,Low,High,92.85,1447904,754,995.75,1.93,1479706,77,3772277,440601,11852,11.68,2.69,750793,1447904,1.7,199.03,1.93,92.85,3.73,56.46,173,0
585,CMP_0585_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,250,Google Display Ads,Food Delivery,Students,TOFU,Video,Mobile,North,CPM,1178033,Enterprise,50,2026-02-10,2026-04-01,Completed,91,99,Low,High,111.03,2486003,212,5556.76,2.11,3911436,81,2184650,112072,7744,5.13,6.91,1178033,2486003,10.51,539.23,2.11,111.03,14.43,56.77,397,1
586,CMP_0586_Increase_Sales,Lead Generation,Increase Sales,196,Google Display Ads,Technology,Freelancers,MOFU,Video,All Devices,West,CPM,55038,Small,87,2026-06-04,2026-08-30,Running,78,79,Medium,Medium,71.37,94318,2590,21.25,1.71,724001,100,3827617,448213,44731,11.71,9.98,55038,94318,0.12,14.38,1.71,71.37,17.17,45.6,392,1
587,CMP_0587_Generate_Leads,Lead Generation,Generate Leads,202,Email Marketing,Food Delivery,Students,MOFU,Image,Mobile,North,Target ROAS,491384,Medium,78,2026-06-14,2026-08-31,Running,67,69,High,Low,63.99,805820,3440,142.84,1.64,3981952,76,701760,58175,3414,8.29,5.87,491384,805820,8.45,700.22,1.64,63.99,4.61,60.17,381,0
588,CMP_0588_Website_Traffic,Product Launch,Website Traffic,280,Email Marketing,Technology,Working Professionals,TOFU,Reels,All Devices,East,CPC,1447123,Enterprise,61,2026-06-10,2026-08-10,Running,97,99,Low,High,125.87,3268616,3150,459.4,2.26,221233,100,3185323,365675,58508,11.48,16.0,1447123,3268616,3.96,454.31,2.26,125.87,10.61,65.45,307,1
589,CMP_0589_App_Installs,App Promotion,App Installs,162,Facebook Ads,Travel,Working Professionals,TOFU,Image,Desktop,North,Target ROAS,201975,Medium,114,2026-08-01,2026-11-23,Paused,73,80,Medium,Medium,107.72,419542,3667,55.08,2.08,1008304,77,1048512,53159,4534,5.07,8.53,201975,419542,3.8,192.63,2.08,107.72,10.79,29.42,388,1
590,CMP_0590_App_Installs,Product Launch,App Installs,139,Facebook Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,North,CPC,1030707,Enterprise,67,2026-02-06,2026-04-14,Completed,98,99,Low,High,112.52,2190458,1761,585.3,2.13,2466473,83,2866470,111219,11833,3.88,10.64,1030707,2190458,9.27,359.57,2.13,112.52,9.9,56.63,106,1
591,CMP_0591_Generate_Leads,App Promotion,Generate Leads,41,Google Display Ads,Education,Students,TOFU,Image,All Devices,North,CPM,1153500,Enterprise,117,2026-02-20,2026-06-17,Completed,100,99,Low,High,130.73,2661470,1766,653.17,2.31,3440158,79,1015977,75791,2796,7.46,3.69,1153500,2661470,15.22,1135.36,2.31,130.73,6.98,23.41,251,1
592,CMP_0592_App_Installs,Retargeting,App Installs,230,Google Search Ads,Fashion,Business Owners,BOFU,Story,Desktop,South,CPC,145746,Medium,39,2026-05-25,2026-07-03,Running,64,69,High,Low,81.87,265068,4828,30.19,1.82,1221030,76,3764667,333549,53267,8.86,15.97,145746,265068,0.44,38.71,1.82,81.87,7.17,52.26,478,1
593,CMP_0593_Generate_Leads,Product Launch,Generate Leads,137,LinkedIn Ads,Finance,Students,TOFU,Story,Desktop,Central,CPC,1259604,Enterprise,102,2026-05-21,2026-08-31,Running,89,96,Low,Medium,132.5,2928579,2703,466.0,2.32,2391107,74,3757044,328741,42308,8.75,12.87,1259604,2928579,3.83,335.26,2.32,132.5,4.36,67.33,33,1
594,CMP_0594_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,169,LinkedIn Ads,Healthcare,Students,BOFU,Carousel,Mobile,South,CPA,1046691,Enterprise,68,2026-01-27,2026-04-05,Completed,89,84,Low,Medium,124.81,2353066,298,3512.39,2.25,2811624,87,4910370,313281,48401,6.38,15.45,1046691,2353066,3.34,213.16,2.25,124.81,14.24,39.14,55,1
595,CMP_0595_Customer_Retention,Sales,Customer Retention,208,Affiliate Marketing,Finance,Freelancers,TOFU,Image,Desktop,South,CPC,629668,Large,109,2026-08-18,2026-12-05,Planned,91,88,Low,High,111.46,1331495,4009,157.06,2.11,259895,82,3710524,253057,24015,6.82,9.49,629668,1331495,2.49,169.7,2.11,111.46,11.38,69.41,499,1
596,CMP_0596_Increase_Sales,Product Launch,Increase Sales,87,YouTube Ads,Healthcare,Working Professionals,TOFU,Carousel,Mobile,Central,Target ROAS,221367,Medium,19,2026-08-25,2026-09-13,Paused,88,83,Low,Medium,109.9,464649,2725,81.24,2.1,3557332,78,258485,28252,2084,10.93,7.38,221367,464649,7.84,856.4,2.1,109.9,17.1,68.31,492,1
597,CMP_0597_Increase_Sales,App Promotion,Increase Sales,63,Google Display Ads,Food Delivery,Business Owners,TOFU,Story,Tablet,South,CPA,1164223,Enterprise,30,2026-07-14,2026-08-13,Planned,92,94,Low,High,113.69,2487828,2322,501.39,2.14,3862855,76,1407551,14075,599,1.0,4.26,1164223,2487828,82.72,827.13,2.14,113.69,6.45,41.71,425,1
598,CMP_0598_Increase_Sales,Product Launch,Increase Sales,172,Facebook Ads,Healthcare,Senior Citizens,TOFU,Carousel,Mobile,East,CPA,1197655,Enterprise,33,2026-08-10,2026-09-12,Paused,93,90,Low,High,108.92,2502140,383,3127.04,2.09,3440349,92,1435069,164315,26487,11.45,16.12,1197655,2502140,7.29,834.56,2.09,108.92,15.76,66.92,368,1
599,CMP_0599_Increase_Sales,Sales,Increase Sales,273,YouTube Ads,Travel,Working Professionals,TOFU,Reels,Mobile,South,CPM,701133,Large,40,2026-08-07,2026-09-16,Planned,86,82,Low,Medium,104.03,1430521,4410,158.99,2.04,3169198,72,305859,36030,5220,11.78,14.49,701133,1430521,19.46,2292.34,2.04,104.03,6.1,36.73,266,1
